Customer ID,Year,Quarter,Survey Date,Response Date,How likely are you to recommend insider to a friend or colleague ,How would you rate the value you gain from our company,How frequently are you using our platform,Please rate the overall quality of our products,Please rate the usability of the panel,Please rate your understanding of our reporting capabilities in the panel
CUS-349000,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-349050,2022,2,2022-04-01,2022-06-20,8,4,Once a Week,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1091300,2022,2,2022-04-01,2022-06-10,9,4,Once a Month,4,4.0,I tried but could not find everything I need
CUS-1091300,2022,2,2022-04-01,2022-06-10,9,5,Once a Week,4,3.0,I am able to report everything easily
CUS-1091300,2022,3,2022-07-01,2022-09-26,9,5,Once a Day,4,4.0,I am able to report everything easily
CUS-1091300,2022,1,2022-01-01,2022-03-31,9,5,Once a Day,5,5.0,I don't use it often
CUS-1091300,2022,3,2022-07-01,2022-09-22,9,5,Once a Day,4,5.0,I am able to report everything easily
CUS-908900,2022,2,2022-04-01,2022-06-10,10,5,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-417150,2022,1,2022-01-01,2022-03-21,9,4,Once a Week,4,4.0,I don't use it often
CUS-417200,2022,2,2022-04-01,2022-06-10,9,5,Once a Week,5,5.0,I am able to report everything easily
CUS-424300,2022,3,2022-07-01,2022-09-22,8,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-424400,2022,2,2022-04-01,2022-06-16,6,3,Once a Week,4,2.0,I don't use it often
CUS-424400,2022,2,2022-04-01,2022-06-10,5,4,Once a Month,3,4.0,I don't use it often
CUS-424400,2022,2,2022-04-01,2022-06-10,8,5,Once a Month,5,5.0,I don't use it often
CUS-424400,2022,3,2022-07-01,2022-09-26,8,4,Once a Month,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-424450,2022,1,2022-01-01,2022-03-21,6,4,Once a Month,4,4.0,I don't use it often
CUS-424450,2022,1,2022-01-01,2022-03-21,7,4,Once a Month,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1440050,2022,3,2022-07-01,2022-09-29,9,4,Once a Day,3,4.0,I am able to report everything easily
CUS-1440050,2022,1,2022-01-01,2022-03-31,9,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1440050,2022,3,2022-07-01,2022-09-12,8,5,Once a Day,4,4.0,I am able to report everything easily
CUS-1440050,2022,2,2022-04-01,2022-06-27,9,4,Once a Week,4,3.0,I am able to report everything easily
CUS-739100,2022,1,2022-01-01,2022-03-01,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-305050,2022,1,2022-01-01,2022-03-31,8,5,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-305050,2022,3,2022-07-01,2022-09-30,8,5,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-305050,2022,2,2022-04-01,2022-06-23,8,4,Once a Week,4,5.0,I am able to report everything easily
CUS-305050,2022,2,2022-04-01,2022-04-19,7,3,Once a Month,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-305050,2022,2,2022-04-01,2022-06-26,6,3,Once a Month,3,3.0,I tried but could not find everything I need
CUS-1509800,2022,2,2022-04-01,2022-05-20,10,5,Once a Month,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1509800,2022,1,2022-01-01,2022-02-01,9,5,Once a Month,5,,I am able to report everything easily
CUS-182200,2022,2,2022-04-01,2022-06-29,9,4,Once a Month,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-182200,2022,3,2022-07-01,2022-09-27,10,5,Once a Month,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-182200,2022,3,2022-07-01,2022-09-06,9,5,Once a Week,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-182200,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,5,5.0,I don't use it often
CUS-387600,2022,1,2022-01-01,2022-03-01,9,4,Once a Month,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-387600,2022,2,2022-04-01,2022-06-07,8,3,Once a Month,4,4.0,I don't use it often
CUS-387600,2022,1,2022-01-01,2022-02-01,9,5,Once a Day,5,4.0,I tried but could not find everything I need
CUS-387600,2022,2,2022-04-01,2022-05-20,8,3,Once a Week,4,4.0,I am able to report everything easily
CUS-387600,2022,3,2022-07-01,2022-09-05,7,3,Once a Day,4,4.0,I tried but could not find everything I need
CUS-1454650,2022,1,2022-01-01,2022-03-01,9,4,Once a Week,4,3.0,I tried but could not find everything I need
CUS-1454650,2022,1,2022-01-01,2022-03-21,9,4,Once a Week,4,3.0,I tried but could not find everything I need
CUS-1454650,2022,2,2022-04-01,2022-04-19,9,5,Once a Week,4,3.0,I don't use it often
CUS-1454650,2022,2,2022-04-01,2022-06-23,9,5,Once a Week,4,4.0,I don't use it often
CUS-1454650,2022,3,2022-07-01,2022-09-25,8,4,Once a Week,5,5.0,I am able to report everything easily
CUS-1465950,2022,1,2022-01-01,2022-03-01,9,4,Once a Month,4,4.0,I am able to report everything easily
CUS-1465950,2022,1,2022-01-01,2022-03-21,9,4,Once a Month,4,4.0,I am able to report everything easily
CUS-1465950,2022,2,2022-04-01,2022-05-30,9,4,Once a Month,4,4.0,I don't use it often
CUS-1465950,2022,3,2022-07-01,2022-08-16,9,4,Once a Month,4,4.0,I am able to report everything easily
CUS-1465950,2022,2,2022-04-01,2022-06-13,5,3,Once a Week,3,3.0,I don't use it often
CUS-1465950,2022,3,2022-07-01,2022-08-05,9,5,Once a Week,5,5.0,I don't use it often
CUS-1456450,2022,1,2022-01-01,2022-02-01,8,4,Once a Day,4,4.0,I tried but could not find everything I need
CUS-1456450,2022,2,2022-04-01,2022-06-16,10,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1456450,2022,1,2022-01-01,2022-03-01,9,4,Once a Week,5,4.0,I am able to report everything easily
CUS-439300,2022,3,2022-07-01,2022-08-31,6,4,Once a Day,4,4.0,I am able to report everything easily
CUS-439300,2022,1,2022-01-01,2022-03-21,9,4,Once a Day,4,4.0,I don't use it often
CUS-439300,2022,3,2022-07-01,2022-08-23,8,3,Once a Day,3,3.0,I don't use it often
CUS-439300,2022,1,2022-01-01,2022-03-21,9,4,Once a Day,4,4.0,I don't use it often
CUS-1507250,2022,3,2022-07-01,2022-09-02,9,4,Once a Week,4,3.0,I don't use it often
CUS-1507250,2022,1,2022-01-01,2022-03-01,8,5,Once a Month,5,,I am able to report everything easily
CUS-1485050,2022,3,2022-07-01,2022-08-10,5,2,Once a Week,2,2.0,"I can pull all the numbers, but don't understand them"
CUS-1485050,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1485050,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1485050,2022,3,2022-07-01,2022-09-12,8,3,Once a Week,3,5.0,I am able to report everything easily
CUS-161800,2022,2,2022-04-01,2022-06-30,5,3,Once a Day,3,4.0,"I can pull all the numbers, but don't understand them"
CUS-1468750,2022,3,2022-07-01,2022-08-30,7,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1285150,2022,2,2022-04-01,2022-06-29,10,5,Once a Day,4,5.0,I am able to report everything easily
CUS-1285150,2022,3,2022-07-01,2022-09-30,7,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1285150,2022,3,2022-07-01,2022-08-31,7,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1434650,2022,2,2022-04-01,2022-06-01,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1434650,2022,3,2022-07-01,2022-09-22,8,5,Once a Week,4,5.0,I am able to report everything easily
CUS-775950,2022,2,2022-04-01,2022-06-22,9,4,Once a Week,4,4.0,I don't use it often
CUS-775950,2022,1,2022-01-01,2022-03-01,8,4,Once a Week,4,,I am able to report everything easily
CUS-775950,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,4,,I am able to report everything easily
CUS-775950,2022,2,2022-04-01,2022-06-22,9,4,,4,5.0,I am able to report everything easily
CUS-1442050,2022,1,2022-01-01,2022-02-01,6,4,Once a Week,3,3.0,I don't use it often
CUS-1553850,2022,3,2022-07-01,2022-09-07,8,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1441000,2022,2,2022-04-01,2022-06-30,10,5,Once a Week,5,5.0,I don't use it often
CUS-1441000,2022,3,2022-07-01,2022-09-05,0,1,Once a Month,1,4.0,"I can pull all the numbers, but don't understand them"
CUS-316250,2022,2,2022-04-01,2022-06-28,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-316250,2022,3,2022-07-01,2022-09-12,9,4,Once a Day,5,4.0,I am able to report everything easily
CUS-316250,2022,3,2022-07-01,2022-08-23,10,5,Once a Day,5,4.0,I tried but could not find everything I need
CUS-316250,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-316250,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-316250,2022,2,2022-04-01,2022-06-27,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-414650,2022,1,2022-01-01,2022-03-01,9,4,Once a Month,5,4.0,I tried but could not find everything I need
CUS-414650,2022,1,2022-01-01,2022-03-21,9,4,Once a Month,5,4.0,I tried but could not find everything I need
CUS-414650,2022,2,2022-04-01,2022-06-02,9,4,Once a Month,5,4.0,I am able to report everything easily
CUS-414650,2022,1,2022-01-01,2022-03-21,9,4,Once a Week,4,4.0,I am able to report everything easily
CUS-414650,2022,2,2022-04-01,2022-05-17,9,4,Once a Day,4,4.0,I am able to report everything easily
CUS-414650,2022,3,2022-07-01,2022-08-30,8,4,Once a Day,4,4.0,I am able to report everything easily
CUS-796050,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,4,4.0,I am able to report everything easily
CUS-796050,2022,2,2022-04-01,2022-04-21,7,4,Once a Week,4,3.0,I tried but could not find everything I need
CUS-796050,2022,3,2022-07-01,2022-09-27,8,5,Once a Week,4,4.0,I tried but could not find everything I need
CUS-205900,2022,2,2022-04-01,2022-05-10,10,5,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-205900,2022,3,2022-07-01,2022-09-26,8,4,Once a Month,3,4.0,I tried but could not find everything I need
CUS-205900,2022,3,2022-07-01,2022-09-26,7,3,Once a Week,3,4.0,I need someone from Insider team to provide me the report from the panel
CUS-205900,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-205900,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,4,5.0,I don't use it often
CUS-185300,2022,1,2022-01-01,2022-03-01,5,3,Once a Day,4,4.0,I tried but could not find everything I need
CUS-185300,2022,1,2022-01-01,2022-03-21,5,3,Once a Day,4,4.0,I tried but could not find everything I need
CUS-185300,2022,2,2022-04-01,2022-05-26,10,5,Once a Week,5,5.0,I tried but could not find everything I need
CUS-185300,2022,1,2022-01-01,2022-03-01,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-185300,2022,1,2022-01-01,2022-03-21,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-185300,2022,2,2022-04-01,2022-06-03,8,3,Once a Month,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1510400,2022,3,2022-07-01,2022-09-22,9,4,Once a Week,5,5.0,I am able to report everything easily
CUS-1510400,2022,3,2022-07-01,2022-09-22,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1510400,2022,3,2022-07-01,2022-08-23,10,5,Once a Day,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1510400,2022,3,2022-07-01,2022-09-08,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-1481950,2022,1,2022-01-01,2022-03-01,9,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1481950,2022,1,2022-01-01,2022-03-21,9,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1481950,2022,2,2022-04-01,2022-06-21,10,5,Once a Week,4,5.0,I am able to report everything easily
CUS-1481950,2022,2,2022-04-01,2022-05-09,10,4,Once a Day,5,4.0,I am able to report everything easily
CUS-557000,2022,1,2022-01-01,2022-03-29,9,4,Once a Week,4,4.0,I don't use it often
CUS-557000,2022,3,2022-07-01,2022-09-20,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-1507950,2022,3,2022-07-01,2022-09-27,7,3,Once a Week,4,4.0,I tried but could not find everything I need
CUS-1507950,2022,3,2022-07-01,2022-09-23,8,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1525900,2022,3,2022-07-01,2022-08-22,8,5,Once a Day,4,5.0,"I can pull all the numbers, but don't understand them"
CUS-1525900,2022,2,2022-04-01,2022-06-08,10,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1525900,2022,3,2022-07-01,2022-07-06,10,4,Once a Day,3,4.0,I tried but could not find everything I need
CUS-1450450,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,5,4.0,I am able to report everything easily
CUS-1450450,2022,3,2022-07-01,2022-07-05,7,4,Once a Week,4,5.0,I don't use it often
CUS-1450450,2022,1,2022-01-01,2022-03-01,10,4,Once a Day,5,4.0,I am able to report everything easily
CUS-1450450,2022,1,2022-01-01,2022-03-21,10,4,Once a Day,5,4.0,I am able to report everything easily
CUS-1450450,2022,2,2022-04-01,2022-05-05,10,5,Once a Day,5,4.0,I am able to report everything easily
CUS-1450450,2022,3,2022-07-01,2022-09-05,10,5,Once a Day,5,4.0,I am able to report everything easily
CUS-1499800,2022,3,2022-07-01,2022-09-13,8,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1467200,2022,1,2022-01-01,2022-03-01,8,4,Once a Week,4,,I need someone from Insider team to provide me the report from the panel
CUS-1467200,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,4,,I need someone from Insider team to provide me the report from the panel
CUS-763850,2022,2,2022-04-01,2022-06-20,7,4,Once a Week,3,3.0,I am able to report everything easily
CUS-763850,2022,3,2022-07-01,2022-09-20,9,5,Once a Week,5,5.0,I don't use it often
CUS-763850,2022,3,2022-07-01,2022-07-05,7,4,Once a Week,3,3.0,I am able to report everything easily
CUS-763850,2022,3,2022-07-01,2022-08-07,7,4,Once a Week,4,3.0,I am able to report everything easily
CUS-763850,2022,3,2022-07-01,2022-09-05,5,2,Once a Week,3,3.0,I am able to report everything easily
CUS-1437100,2022,2,2022-04-01,2022-06-17,3,3,Once a Day,3,3.0,"I can pull all the numbers, but don't understand them"
CUS-1437100,2022,3,2022-07-01,2022-09-27,5,3,Once a Week,3,3.0,"I can pull all the numbers, but don't understand them"
CUS-1437100,2022,1,2022-01-01,2022-02-01,9,5,Once a Week,4,3.0,I don't use it often
CUS-1437100,2022,1,2022-01-01,2022-03-21,9,5,Once a Week,4,3.0,I don't use it often
CUS-1235500,2022,2,2022-04-01,2022-06-30,10,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1235500,2022,1,2022-01-01,2022-03-30,10,3,Once a Day,3,5.0,I tried but could not find everything I need
CUS-1472500,2022,3,2022-07-01,2022-09-09,8,4,Once a Day,4,5.0,I am able to report everything easily
CUS-1510150,2022,3,2022-07-01,2022-09-15,8,4,Once a Day,4,5.0,I am able to report everything easily
CUS-1455100,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,4.0,I tried but could not find everything I need
CUS-1455100,2022,2,2022-04-01,2022-06-29,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1455100,2022,3,2022-07-01,2022-09-26,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1455100,2022,1,2022-01-01,2022-03-01,9,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1455100,2022,3,2022-07-01,2022-09-02,8,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1455100,2022,2,2022-04-01,2022-04-19,10,5,Once a Week,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1455100,2022,3,2022-07-01,2022-09-02,9,5,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1493800,2022,2,2022-04-01,2022-06-08,7,4,Once a Week,4,4.0,I tried but could not find everything I need
CUS-1446500,2022,3,2022-07-01,2022-09-16,7,4,Once a Week,4,3.0,I tried but could not find everything I need
CUS-1446500,2022,1,2022-01-01,2022-03-01,9,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1446500,2022,2,2022-04-01,2022-05-05,9,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1446500,2022,2,2022-04-01,2022-05-20,10,5,Once a Month,5,5.0,I am able to report everything easily
CUS-1446500,2022,3,2022-07-01,2022-07-05,10,5,Once a Day,1,3.0,I am able to report everything easily
CUS-1513900,2022,3,2022-07-01,2022-09-26,9,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-158600,2022,3,2022-07-01,2022-08-11,8,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-158600,2022,3,2022-07-01,2022-09-05,8,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-158600,2022,1,2022-01-01,2022-03-21,8,5,Once a Day,4,3.0,I tried but could not find everything I need
CUS-1459400,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,4.0,"I can pull all the numbers, but don't understand them"
CUS-1459400,2022,2,2022-04-01,2022-06-13,10,5,Once a Day,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1459400,2022,3,2022-07-01,2022-09-26,8,4,Once a Day,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1459400,2022,3,2022-07-01,2022-09-26,10,5,Once a Day,5,4.0,I am able to report everything easily
CUS-1459400,2022,1,2022-01-01,2022-03-01,10,5,Once a Week,5,5.0,"I can pull all the numbers, but don't understand them"
CUS-1459400,2022,2,2022-04-01,2022-05-16,10,5,Once a Week,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1459400,2022,3,2022-07-01,2022-09-20,10,4,Once a Week,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1477650,2022,2,2022-04-01,2022-06-29,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1477650,2022,1,2022-01-01,2022-03-30,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1477650,2022,2,2022-04-01,2022-04-15,10,5,Once a Day,4,3.0,I am able to report everything easily
CUS-1477650,2022,3,2022-07-01,2022-07-05,1,2,Once a Week,3,1.0,I don't use it often
CUS-1477650,2022,3,2022-07-01,2022-09-05,7,4,Once a Day,3,3.0,"I can pull all the numbers, but don't understand them"
CUS-960300,2022,2,2022-04-01,2022-04-16,10,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-960300,2022,3,2022-07-01,2022-07-05,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-960300,2022,3,2022-07-01,2022-08-08,10,5,Once a Week,5,3.0,I need someone from Insider team to provide me the report from the panel
CUS-960300,2022,3,2022-07-01,2022-09-05,10,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-960300,2022,3,2022-07-01,2022-09-23,8,4,Once a Month,3,4.0,I am able to report everything easily
CUS-340450,2022,2,2022-04-01,2022-04-25,9,4,Once a Month,4,4.0,I tried but could not find everything I need
CUS-340450,2022,3,2022-07-01,2022-08-08,10,5,Once a Week,5,4.0,I am able to report everything easily
CUS-340450,2022,3,2022-07-01,2022-08-05,7,4,Once a Day,5,2.0,I need someone from Insider team to provide me the report from the panel
CUS-340450,2022,2,2022-04-01,2022-04-16,7,4,Once a Week,4,3.0,I tried but could not find everything I need
CUS-340450,2022,2,2022-04-01,2022-04-18,9,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1449100,2022,3,2022-07-01,2022-09-19,10,5,Once a Month,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1449100,2022,3,2022-07-01,2022-07-05,7,4,Once a Week,3,4.0,I need someone from Insider team to provide me the report from the panel
CUS-589150,2022,1,2022-01-01,2022-02-01,7,4,Once a Week,3,2.0,I tried but could not find everything I need
CUS-1502950,2022,2,2022-04-01,2022-05-02,1,4,Once a Week,4,1.0,I tried but could not find everything I need
CUS-1502950,2022,2,2022-04-01,2022-06-24,7,4,Once a Day,4,5.0,I am able to report everything easily
CUS-162100,2022,3,2022-07-01,2022-09-23,6,4,Once a Week,4,3.0,I tried but could not find everything I need
CUS-162100,2022,2,2022-04-01,2022-05-31,7,4,Once a Month,3,2.0,"I can pull all the numbers, but don't understand them"
CUS-162100,2022,3,2022-07-01,2022-09-22,8,5,Once a Day,3,3.0,"I can pull all the numbers, but don't understand them"
CUS-1429300,2022,1,2022-01-01,2022-02-01,9,5,Once a Week,5,4.0,"I can pull all the numbers, but don't understand them"
CUS-1429300,2022,2,2022-04-01,2022-04-19,8,4,Once a Week,4,4.0,I am able to report everything easily
CUS-1429300,2022,3,2022-07-01,2022-07-18,8,5,Once a Week,4,4.0,I am able to report everything easily
CUS-1429300,2022,3,2022-07-01,2022-09-06,9,5,Once a Week,5,5.0,I am able to report everything easily
CUS-1429300,2022,3,2022-07-01,2022-09-11,8,5,Once a Month,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1473900,2022,1,2022-01-01,2022-03-01,9,5,Once a Week,5,5.0,I don't use it often
CUS-1473900,2022,1,2022-01-01,2022-03-21,9,5,Once a Week,5,5.0,I don't use it often
CUS-1473900,2022,2,2022-04-01,2022-06-01,8,5,Once a Month,5,5.0,I don't use it often
CUS-1473900,2022,2,2022-04-01,2022-05-26,9,5,Once a Day,4,4.0,I am able to report everything easily
CUS-1490900,2022,1,2022-01-01,2022-03-31,7,3,,2,3.0,I don't use it often
CUS-1179250,2022,1,2022-01-01,2022-02-01,10,5,Once a Week,5,4.0,I don't use it often
CUS-362300,2022,1,2022-01-01,2022-02-01,9,4,Once a Day,4,4.0,I tried but could not find everything I need
CUS-362300,2022,2,2022-04-01,2022-05-20,10,5,Once a Day,4,4.0,I tried but could not find everything I need
CUS-362300,2022,2,2022-04-01,2022-06-07,10,5,Once a Week,5,5.0,I tried but could not find everything I need
CUS-1495450,2022,1,2022-01-01,2022-02-01,7,3,Once a Day,3,3.0,"I can pull all the numbers, but don't understand them"
CUS-1495450,2022,2,2022-04-01,2022-06-14,7,3,Once a Day,4,4.0,I am able to report everything easily
CUS-1495450,2022,1,2022-01-01,2022-03-01,7,3,Once a Day,4,3.0,I am able to report everything easily
CUS-692150,2022,3,2022-07-01,2022-08-29,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-692150,2022,1,2022-01-01,2022-03-21,9,5,Once a Day,5,4.0,"I can pull all the numbers, but don't understand them"
CUS-692150,2022,2,2022-04-01,2022-06-30,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-692150,2022,3,2022-07-01,2022-09-10,7,4,Once a Week,5,3.0,I tried but could not find everything I need
CUS-1189650,2022,3,2022-07-01,2022-09-30,7,4,Once a Week,4,3.0,I am able to report everything easily
CUS-1129750,2022,2,2022-04-01,2022-04-25,5,3,Once a Week,3,4.0,I don't use it often
CUS-208300,2022,1,2022-01-01,2022-03-30,7,4,Once a Week,4,4.0,I am able to report everything easily
CUS-208300,2022,3,2022-07-01,2022-09-30,6,3,Once a Month,4,3.0,I am able to report everything easily
CUS-1430500,2022,1,2022-01-01,2022-03-21,9,5,Once a Day,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1430500,2022,1,2022-01-01,2022-03-31,10,5,Once a Day,5,3.0,I am able to report everything easily
CUS-1438550,2022,2,2022-04-01,2022-04-25,8,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1438550,2022,3,2022-07-01,2022-07-22,8,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1252550,2022,2,2022-04-01,2022-05-17,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1252550,2022,3,2022-07-01,2022-08-29,6,4,Once a Day,3,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1252550,2022,2,2022-04-01,2022-05-18,7,4,Once a Day,3,3.0,I tried but could not find everything I need
CUS-1252550,2022,3,2022-07-01,2022-09-06,9,4,Once a Day,3,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1470750,2022,2,2022-04-01,2022-05-16,6,2,Once a Month,3,4.0,I need someone from Insider team to provide me the report from the panel
CUS-490200,2022,1,2022-01-01,2022-03-01,10,4,Once a Week,4,4.0,I am able to report everything easily
CUS-490200,2022,3,2022-07-01,2022-09-30,10,5,Once a Day,4,3.0,I am able to report everything easily
CUS-490200,2022,1,2022-01-01,2022-03-01,8,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1513450,2022,2,2022-04-01,2022-06-28,9,5,Once a Week,5,5.0,I am able to report everything easily
CUS-1513450,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1513450,2022,3,2022-07-01,2022-09-26,9,4,Once a Day,5,5.0,I am able to report everything easily
CUS-1457100,2022,1,2022-01-01,2022-03-30,8,3,Once a Week,3,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1457100,2022,1,2022-01-01,2022-03-01,10,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1461950,2022,3,2022-07-01,2022-09-08,7,4,Once a Month,4,3.0,I don't use it often
CUS-1461950,2022,1,2022-01-01,2022-02-01,9,5,Once a Day,5,4.0,I don't use it often
CUS-1461950,2022,2,2022-04-01,2022-04-18,9,5,Once a Day,5,5.0,I don't use it often
CUS-1461950,2022,3,2022-07-01,2022-08-05,9,5,Once a Day,5,5.0,I don't use it often
CUS-1461950,2022,3,2022-07-01,2022-09-05,9,5,Once a Week,4,4.0,I don't use it often
CUS-166250,2022,2,2022-04-01,2022-06-13,10,5,Once a Week,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-166250,2022,1,2022-01-01,2022-02-01,8,3,Once a Day,4,5.0,"I can pull all the numbers, but don't understand them"
CUS-166250,2022,2,2022-04-01,2022-05-18,8,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-166250,2022,3,2022-07-01,2022-08-12,9,4,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-166250,2022,3,2022-07-01,2022-08-12,10,4,Once a Day,5,4.0,I am able to report everything easily
CUS-1501150,2022,1,2022-01-01,2022-03-01,9,5,Once a Day,4,4.0,I am able to report everything easily
CUS-1501150,2022,2,2022-04-01,2022-05-20,8,4,Once a Week,4,4.0,I am able to report everything easily
CUS-1501150,2022,3,2022-07-01,2022-09-26,8,4,Once a Week,4,3.0,I don't use it often
CUS-1501150,2022,3,2022-07-01,2022-09-19,8,5,Once a Day,5,4.0,I am able to report everything easily
CUS-1482250,2022,1,2022-01-01,2022-03-01,9,5,Once a Week,5,5.0,I am able to report everything easily
CUS-1482250,2022,1,2022-01-01,2022-03-21,9,5,Once a Week,5,5.0,I am able to report everything easily
CUS-1482250,2022,2,2022-04-01,2022-06-17,9,4,Once a Week,4,4.0,I am able to report everything easily
CUS-1482250,2022,3,2022-07-01,2022-09-06,10,5,Once a Month,4,5.0,I am able to report everything easily
CUS-1482250,2022,2,2022-04-01,2022-06-22,8,4,Once a Month,4,4.0,I am able to report everything easily
CUS-1482250,2022,3,2022-07-01,2022-09-06,8,5,Once a Month,5,5.0,I am able to report everything easily
CUS-1501700,2022,3,2022-07-01,2022-09-05,10,5,Once a Week,5,5.0,I tried but could not find everything I need
CUS-1501700,2022,3,2022-07-01,2022-09-05,8,4,Once a Week,4,3.0,I am able to report everything easily
